time_ps,close_pairs,min_distance,mean_distance
8.200000,8,2.927011,4.726338
8.210000,8,2.914818,4.721555
8.220000,8,2.880997,4.716190
8.230000,7,2.834189,4.712793
8.240000,7,2.794453,4.712832
8.250000,7,2.767329,4.716606
8.260000,8,2.750871,4.555733
8.270000,8,2.745404,4.561766
8.280000,9,2.770271,4.567983
8.290000,9,2.834858,4.569984
8.300000,9,2.911505,4.568858
8.310000,9,2.980261,4.567832
8.320000,9,3.016342,4.567615
8.330000,9,3.029694,4.564434
8.340000,9,3.009580,4.559507
8.350000,8,2.977332,4.718094
8.360000,8,2.967435,4.711048
8.370000,8,2.952707,4.705305
8.380000,8,2.916085,4.703024
8.390000,8,2.888417,4.704801
8.400000,9,2.886359,4.709418
8.410000,9,2.864714,4.715733
8.420000,9,2.862128,4.719791
8.430000,9,2.890227,4.721320
8.440000,8,2.897698,4.720637
8.450000,7,2.868661,4.717592
8.460000,8,2.834402,4.565418
8.470000,8,2.800840,4.559680
8.480000,9,2.761147,4.556654
8.490000,9,2.716671,4.554729
8.500000,9,2.701981,4.551332
8.510000,10,2.734626,4.548327
8.520000,10,2.766501,4.548373
8.530000,10,2.778615,4.547781
8.540000,10,2.798479,4.544574
8.550000,9,2.808789,4.542317
8.560000,8,2.780605,4.543604
8.570000,7,2.771073,4.686234
8.580000,8,2.785978,4.680385
8.590000,9,2.782363,4.674840
8.600000,8,2.764997,4.670994
8.610000,10,2.774352,4.666095
8.620000,10,2.786692,4.659818
8.630000,9,2.767062,4.656209
8.640000,9,2.745235,4.658251
8.650000,10,2.734928,4.665999
8.660000,9,2.711573,4.676157
8.670000,10,2.692658,4.545130
8.680000,9,2.725926,4.750211
8.690000,8,2.795795,4.758823
8.700000,7,2.869952,4.899922
8.710000,8,2.956756,4.895965
8.720000,8,2.947648,4.890640
8.730000,8,2.970625,4.684096
8.740000,9,2.869416,4.678605
8.750000,9,2.807206,4.526887
8.760000,9,2.853896,4.522505
8.770000,8,2.939191,4.670133
8.780000,7,2.985011,4.797641
8.790000,7,3.018817,4.790069
8.800000,7,2.978980,4.785164
8.810000,8,2.971941,4.784773
8.820000,9,2.991761,4.660879
8.830000,10,3.008289,4.660808
8.840000,10,3.003498,4.657465
8.850000,10,2.977755,4.653801
8.860000,10,2.994803,4.646869
8.870000,10,3.037867,4.638526
8.880000,9,3.043261,4.760008
8.890000,10,3.024801,4.757422
8.900000,10,3.003922,4.759096
8.910000,9,2.964359,4.754884
8.920000,9,2.911140,4.757522
8.930000,9,2.899950,4.760659
8.940000,8,2.927317,4.764289
8.950000,8,2.951173,4.769594
8.960000,10,2.960439,4.641292
8.970000,10,2.966461,4.643938
8.980000,10,2.958718,4.647046
8.990000,10,2.937812,4.650945
9.000000,10,2.922364,4.651563
9.010000,10,2.919165,4.649007
9.020000,10,2.910533,4.647858
9.030000,10,2.888697,4.613420
9.040000,10,2.870624,4.608796
9.050000,10,2.859378,4.608555
9.060000,9,2.859014,4.610742
9.070000,9,2.856010,4.614423
9.080000,9,2.864682,4.620263
9.090000,9,2.897133,4.625647
9.100000,9,2.964840,4.627544
9.110000,9,2.984944,4.653176
9.120000,9,2.926778,4.656174
9.130000,10,2.945992,4.656282
9.140000,9,3.024565,4.652761
9.150000,9,3.053545,4.649918
9.160000,8,3.032413,4.813332
9.170000,9,2.978717,4.813024
9.180000,9,2.952147,4.693872
9.190000,9,2.953846,4.693883
9.200000,9,2.965550,4.812070
9.210000,10,2.902622,4.647514
9.220000,10,2.853079,4.646676
9.230000,10,2.876500,4.644730
9.240000,10,2.928625,4.788466
9.250000,10,2.965649,4.788719
9.260000,10,2.964006,4.789615
9.270000,10,2.966192,4.790189
9.280000,11,2.928641,4.659655
9.290000,9,2.872166,4.660795
9.300000,10,2.884227,4.659847
9.310000,10,2.944373,4.659355
9.320000,10,2.958817,4.663548
9.330000,11,2.985845,4.670140
9.340000,11,2.982547,4.672168
9.350000,10,2.924405,4.674913
9.360000,9,2.880107,4.811480
9.370000,8,2.877839,4.813422
9.380000,9,2.938582,4.805918
9.390000,10,2.998733,4.672086
9.400000,9,3.009641,4.810659
9.410000,9,3.002501,4.674840
9.420000,9,3.012690,4.671796
9.430000,11,2.999089,4.509225
9.440000,10,2.998820,4.506781
9.450000,10,2.986216,4.504836
9.460000,10,2.968024,4.659976
9.470000,10,2.993925,4.662602
9.480000,8,2.961581,4.784790
9.490000,9,2.943344,4.630230
9.500000,9,2.923931,4.633915
9.510000,9,2.889372,4.635527
9.520000,8,2.882142,4.637736
9.530000,9,2.893263,4.639778
9.540000,9,2.900923,4.657989
9.550000,10,2.919184,4.656588
9.560000,10,2.970923,4.658996
9.570000,9,2.973467,4.820239
9.580000,9,2.987706,4.796019
9.590000,9,2.988838,4.790203
9.600000,9,2.934217,4.797526
9.610000,9,2.930087,4.792550
9.620000,9,2.932596,4.791674
9.630000,9,2.907323,4.793718
9.640000,9,2.920451,4.794776
9.650000,10,2.929448,4.792903
9.660000,10,2.936155,4.789303
9.670000,10,2.963658,4.784230
9.680000,9,3.002256,4.779091
9.690000,9,3.024543,4.776789
9.700000,9,3.020269,4.775899
9.710000,9,3.006073,4.774187
9.720000,9,2.990285,4.773460
9.730000,9,2.977979,4.776144
9.740000,9,2.986178,4.614435
9.750000,8,3.030165,4.783197
9.760000,11,3.073867,4.478108
9.770000,11,3.051041,4.484941
9.780000,11,3.046708,4.492195
9.790000,10,3.020033,4.490021
9.800000,10,2.981900,4.485802
9.810000,9,2.962701,4.623792
9.820000,9,2.968379,4.621923
9.830000,11,2.995086,4.620854
9.840000,11,2.970442,4.619259
9.850000,11,2.964369,4.619607
9.860000,10,2.966580,4.622937
9.870000,10,2.951134,4.614136
9.880000,10,2.958297,4.616986
9.890000,10,2.980040,4.619860
9.900000,10,2.968087,4.621999
9.910000,10,2.963010,4.622075
9.920000,10,2.941183,4.634763
9.930000,9,2.893783,4.633553
9.940000,8,2.896792,4.634201
9.950000,9,2.895783,4.636307
9.960000,8,2.877323,4.791166
9.970000,8,2.899073,4.780143
9.980000,8,2.946015,4.784959
9.990000,8,2.978354,4.790432
10.000000,8,3.015031,4.796890
